1,Govt. College of Commerce Mardan Male 1st P/S,Baghe Aram,028010201,,,,166,0,166,,,
"",,Baghe Aram,028010206,,,,"1,229",0,1229,,,
"",,,,,,,"1,395",0,"1,395",3,0,3
2,Govt. College of Commerce Mardan Female 2nd P/S,Baghe Aram,028010201,,,,0,116,116,,,
"",,Baghe Aram,028010206,,,,0,939,939,,,
"",,,,,,0,1055,1055,0,3,3,
3,"Govt.Middle School, Malak Abad(P) Combined",Koragh,028010202,,,,862,641,1503,2,2,4
4,"Govt.Primary School, Koragh (T) (Male)",Koragh,028010203,,,,"1,164",0,1164,3,0,3
5,"Govt.Girls Primary School, Koragh (T) (Female)",Koragh,028010203,,,,0,854,854,0,2,2
6,"Govt Girls High School, Koragh (Combined)",Koragh,028010204,,,,688,555,1243,,,
"",,Koragh,028010205,,,,84,60,144,,,
"",,,,,,,772,615,"1,387",2,2,4
7,"Govt.Girls Middle School, Sugar Cane(P) Combined",Rakh Sarkar,028020201,,,,99,68,167,1,1,2
8,Govt.Middle School Malak Abad(Chak Baghdada) combined,Akbar Abad,028020202,,,,682,498,"1,180",2,1,3
9,"Govt.Higher Secondary School, Chamatar,P.S.No.1(P)(Male)",Chamtar,028020203,,,,425,0,425,,,
"",,Chamtar,028020225,,,,596,0,596,,,
"",,Chamtar,028020204,,,,935,0,935,,,
"",,,,,,,"1,956",0,"1,956",4,0,4
10,"Govt.Higher Secondary School, Chamtar P.S.No.2(P)(Female)",Chamtar,028020203,,,,0,261,261,,,
"",,Chamtar,028020225,,,,0,409,409,,,
"",,,,,,,0,1381,1381,0,3,3
11,"Govt.Primary School, Narai Baja Mian Gulzara Male (P)",Baghdada,028020205,,,,623,0,623,,,
"",,Baghdada,028020226,,,,365,0,365,,,
"",,,,,,,988,0,988,2,0,2
12,public Health Unit Nari kili Chek Baghdada (Female),Baghdada,028020205,,,,0,335,335,,,
"",,Baghdada,028020226,,,,0,325,325,,,
"",,,,,,,0,660,660,0,2,2
13,"Govt.Primary School, Baja Chak Baghdada(P) Combined",Baghdada,028020206,,,,155,126,281,,,
"",,Baghdada,028020227,,,,728,506,"1,234",,,
"",,,,,,,883,632,"1,515",2,2,4
14,"Govt.Primary School, Sharif Abad(P) Male",Baghdada,028020207,,,,625,0,625,,,
"",,Baghdada,028020228,,,,400,0,400,,,
"",,Baghdada,028020229,,,,552,0,552,,,
"",,,,,,,"1,577",0,"1,577",4,0,4
15,"Govt.Girls Primary School,Sharif Abad (P) Female",Baghdada,028020207,,,,0,388,388,,,
"",,Baghdada,028020228,,,,0,319,319,,,
"",,Baghdada,028020229,,,,0,441,441,,,
"",,,,,,,0,1148,1148,0,3,3
16,"Govt.Primary School, Mian Gul Killi(P) Combined",Baghdada,028020208,,,,648,424,"1,072",,,
"",,Baghdada,028020230,,,,295,207,502,,,
"",,Baghdada,028020209,,,,75,48,123,,,
"",,,,,,,"1,018",679,"1,697",2,2,4
17,"Govt.Girls High  School, Manga(P) Combined PS No.1",Mangah,028020301,,,,486,313,799,,,
"",,Mangah,028020322,,,,489,338,827,,,
"",,,,,,,975,651,"1,626",2,2,4
18,"Govt.Higher Secondary School, Manga (P) combined",Mangah,028020302,,,,355,282,637,,,
"",,Mangah,028020323,,,,350,198,548,,,
"",,,,,,,705,480,"1,185",2,1,3
19,"Govt.Girls High  School, Manga(P) ( Male) PS No.2",Mangah,028020303,,,,"1,173",0,"1,173",3,0,3
21,"Govt. Primary School, No.1, Manga (P) Combined",Mangah,028020304,,,,774,573,"1,347",2,2,4
22,"Govt. Primary School, No.2, Manga (P) Combined",Mangah,028020305,,,,589,368,957,2,1,3
23,"Govt.Girls Middle School, Mangah Dheri(P) Combined",Mangah,028020306,,,,"1,009",704,"1,713",2,2,4
24,Govt :Glirls .Primary School Sher Dil Khan Killi  combined,Bakyana,028020307,,,,322,224,546,,,
"",,Bakyana,028020308,,,,198,151,349,,,
