PP-174
PP-175
820 Govt. Boys Primary School Quttba (FemaleQutba1890601190517517022
PP-176
PP-177
PP-178
"SrNO.",No. and name of poling station,In case of rural area,Number of voters Assigned o,Number of pollng Booths,,,,,
"",,Name of Electoral areas,Cenuse block code,MPoallleing Sta,iFoenmale,Total,Male,Female,Total
1,2,3,4,8,9,10,11,12,13
"",2,Govt.Girls Primary School Chak No.27 Ganjay               (Combined,CHAK NO 027 (DHOLAN GANJA),191020402,351,262,613,2,2,4
"",,,CHAK NO 027 (DHOLAN GANJA),191020403,308,213,521,,,
"",3,Govt. Boys Primary School Madar Chak No.26   (Combined,CHAK NO 026(KHAI ),191020404,288,230,518,1,1,2
"",4,Govt.Girls Primary School  Chak No.26  (Combined,CHAK NO 026(KHAI ),191020405,384,279,663,2,1,3
"",5,Govt. Boys Primary School Chak No.25 (Combined,CHAK NO 026(KHAI ),191020407,203,100,303,2,1,3
"",6,Govt.Girls Primary School Chak No.25(Combined,CHAK NO 026(KHAI ),191020408,572,354,926,2,2,4
"",,,CHAK NO 25( KHOKAR ),191020409,211,256,467,,,
"",7,Govt. Boys Chak No.69 (Combined,CHAK NO 25( KHOKAR ),191020410,344,156,500,1,1,2
"",,,CHAK NO 69 SAR KOT,191020415,417,262,679,,,
"",,,CHAK NO 69 SAR KOT,191020416,348,214,562,,,
"",8,Govt.Girls Chak No.73(Combined,CHAK NO 25( KHOKAR ),191020411,689,505,1194,2,1,3
"",,,CHAK NO 25( KHOKAR ),191020412,422,260,682,,,
"",,,CHAK NO 25( KHOKAR ),191020413,33,27,60,,,
"",,,CHAK NO 069(SAR KOT,191020414,330,212,542,,,
"",9,Govt High School HanjRai Kalan (Male,HANJRAI KALAN,191020501,693,0,693,3,0,3
"",,,HANJRAI KALAN,191020502,419,0,419,,,
"",,,HANJRAI KALAN,191020503,321,0,321,,,
"",10,Govt High School HanjRai Kalan (Female,HANJRAI KALAN,191020501,0,448,448,0,3,3
"",,,HANJRAI KALAN,191020502,0,261,261,,,
"",,,HANJRAI KALAN,191020503,0,174,174,,,
"",11,Govt Primary School Kot Chattar Singh (Male,HANJRAI KALAN,191020505,215,0,215,3,0,3
"",,,HANJRAI KALAN,191020506,671,0,671,,,
"",,,,,886,0,886,,,
"",12,Govt Primary School Kot Chattar Singh (Female,HANJRAI KALAN,191020505,0,169,169,0,2,2
"",,,HANJRAI KALAN,191020506,0,436,436,,,
"",,,,,0,605,605,,,
"",13,Govt. Elemintry School Hanjrai Khurd          (Combined,HANJRAI KALAN,191020504,602,421,1023,2,2,4
"",,,,,602,421,1023,,,
"",14,Govt. Elemintry School Hanjrai Khurd          (Combined,HANJRAI KALAN,191020507,286,174,460,2,2,4
"",,,,,286,174,460,,,
"",15,"Govt.Girls Primary School Kot Haji Imam Khan HanjriaKalan(Combined",HANJRAI KALAN,191020508,200,99,299,1,1,2
"",,,,191020511,97,93,190,,,
"",,,,191020512,294,161,455,,,
"",,,,191020513,333,215,548,,,
"",,,,191020514,586,345,931,,,
"",,,,,1510,913,2423,,,
"",16,Govt Primary School  Kot Jan Muhammad Hanjrai Kalan (Male,HANJRAI KALAN,191020509,523,0,523,2,0,2
"",,,HANJRAI KALAN,191020510,292,0,292,,,
"",,,,,815,0,815,,,
"",17,Govt Primary School  Kot Jan Muhammad Hanjrai Kalan (Female,HANJRAI KALAN,191020509,0,331,331,0,2,2
"",,,,,0,478,478,,,
"",18,Govt.Girls Elemintry School Shekhum (Combined,SHEIKHAM,191020601,310,174,484,2,1,3
"",,,SHEIKHAM,191020606,138,87,225,,,
"",,,,,448,261,709,,,
"",19,Govt. Boys High School Shekhum (Male,SHEIKHAM,191020602,191,0,191,2,0,2
"",,,SHEIKHAM,191020603,384,0,384,,,
"",,,SHEIKHAM,191020604,593,0,593,,,
"",,,,,1168,0,1168,,,
"",20,Govt. Boys High School Shekhum (Female,SHEIKHAM,191020602,0,132,132,0,2,2
"",,,SHEIKHAM,191020603,0,268,268,,,
"",,,SHEIKHAM,191020604,0,424,424,,,
"",,,,,0,824,824,,,
"",21,Govt.Primary School Jhok Shekhum(Combined,SHEIKHAM,191020605,0,0,0,2,1,3
"",,,SHEIKHAM,191020607,397,284,681,,,
"",,,,,397,284,681,,,
"",22,Govt Elemintry School Jagowala Chak No.40 (Combined,SHEIKHAM,191020608,855,601,1456,2,2,4
"",,,,,855,601,1456,,,
"",23,Govt Elemintry School Jagowala Chak No.40 (Combined,JAGO WALA(CHAK NO40),191020610,0,0,0,2,2,4
"",,,,,0,0,0,,,
"",24,"Govt. Boys Primary School Khurshid Abad  Chak No.40(Combined",GHOK SHEIKHAM,191020609,586,422,1008,2,1,3
"",,,JAGO WALA(CHAK NO40),191020613,825,510,1335,,,
"",,,,,1411,932,2343,,,
"",25,Govt.Girls Middle School Jagowala (Combined,JAGO WALA(CHAK NO40),191020611,706,529,1235,2,2,4
"",,,,,706,529,1235,,,
"",26,Govt.Girls Middle School Jagowala (Combined,JAGO WALA(CHAK NO40),191020612,518,378,896,2,2,4
"",,,,,518,378,896,,,
"",27,"Govt Primary School Niaz Baig, Gopay Rai (Combined",NIAZBEG GOPI RAI(CHAK -42),191020614,442,236,678,2,1,3
"",,,NIAZBEG GOPI RAI(CHAK -42),191020615,602,456,1058,,,
"",,,NIAZBEG GOPI RAI(CHAK -42),191020616,371,223,594,,,
"",,,SHEIKHAM,191020617,9,50,59,,,
"",,,JAGOWALA (CHAK NO40),191020618,420,241,661,,,
"",,,,,1844,1206,3050,,,
"",27,Govt .Primary School Ahmed Nagar  Pattoki (Male,Ahmed Nagar,191090101,826,0,826,3,0,3
"",,,,,826,0,826,,,
"",29,Govt .Primary School Ahmed Nagar  Pattoki (Male,Ahmed Nagar,191090102,511,0,511,3,0,3
"",,,Ahmed Nagar,191090103,761,0,761,,,
"",,,Ahmed Nagar,191090107,0,0,0,,,
"",,,,,1272,0,1272,,,
"",30,Govt .Primary School Ahmed Nagar  Pattoki (Female,Ahmed Nagar,191090101,0,288,288,0,2,2
"",,,Ahmed Nagar,191090102,0,223,223,,,
"",,,Ahmed Nagar,191090103,0,427,427,,,
"",,,Ahmed Nagar,191090107,0,168,168,,,
"",31,Govt .Govt.Girls Primary School Ahmed Nagar  Pattoki (Male,Ahmed Nagar,191090104,369,0,369,2,0,2
"",,,Malik Pura,191090105,337,0,337,,,
"",,,Malik Pura,191090106,230,0,230,,,
"",,,,,936,0,936,,,
"",32,Govt .Govt.Girls Primary School Ahmed Nagar  Pattoki (Female,Ahmed Nagar,191090104,0,345,345,0,2,2
"",,,Malik Pura,191090105,0,299,299,,,
"",,,Malik Pura,191090106,0,164,164,,,
"",,,,,0,808,808,,,
"",33,"Govt.Girls High School Bhadian , Pattoki (Male",Bhadian,191090201,486,0,486,3,0,3
"",,,,,486,0,486,,,
"",34,"Govt.Girls High School Bhadian , Pattoki (Male",Bhadian,191090202,1305,0,1305,3,0,3
"",,,Bhadian,191090205,47,0,47,,,
"",,,,,1352,0,1352,,,
"",35,"Govt.Girls High School Bhadian , Pattoki (Female",Bhadian,191090201,0,440,440,0,3,3
"",,,Bhadian,191090202,0,623,623,,,
"",,,Bhadian,191090205,0,542,542,,,
"",,,,,0,1605,1605,,,
"",36,"Govt . Govt.Girls  College, Pattoki (Male",Church Road Bhadian,191090203,381,0,381,2,0,2
"",,,Church Road Bhadian,191090204,551,0,551,,,
"",,,,,932,0,932,,,
"",37,"Govt . Govt.Girls  College, Pattoki (Female",Church Road Bhadian,191090203,0,317,317,0,2,2
"",,,Church Road Bhadian,191090204,0,511,511,,,
"",,,,,0,828,828,,,
"",38,"Govt.Elemintry School Bhadian ,Pattoki (Male",Badar Colony,191090301,527,0,527,4,0,4
"",,,Iqbal Town,191090302,348,0,348,,,
"",,,,,875,0,875,,,
"",39,"Govt.Elemintry School Bhadian ,Pattoki (Male",Bakar Mandi,191090303,646,0,646,4,0,4
"",,,Asif Colony,191090304,969,0,969,,,
"",,,Asif Colony,191090305,0,0,0,,,
"",,,,,1615,0,1615,,,
"",40,"Govt.Elemintry School Bhadian ,Pattoki (Female",Bakar Mandi,191090303,0,486,486,0,3,3
"",,,Asif Colony,191090304,0,739,739,,,
"",,,Asif Colony,191090305,0,0,0,,,
"",,,,,0,1225,1225,,,
"",41,"Govt.Elemintry School Bhadian ,Pattoki (Female",Badar Colony,191090301,0,471,471,0,3,3
"",,,Iqbal Town,191090302,0,280,280,,,
"",,,,,0,751,751,,,
"",42,"Govt.Commercial College,Pattoki (Male",Shahad Man Colony,191090401,837,0,837,2,0,2
"",,,Shahad Man Colony,191090402,372,0,372,,,
"",,,Shahad Man Colony,191090405,0,0,0,,,
"",,,Shahad Man Colony,191090406,0,0,0,,,
"",,,,,1209,0,1209,,,
"",,,,,0,705,705,,,
"",44,"Govt.Commercial College,Pattoki (Female",Shahad Man Colony,191090405,0,0,0,0,0,0
"",,,Shahad Man Colony,191090406,0,0,0,,,
"",,,,,0,0,0,,,
"",45,"Govt.Commercial College,Pattoki (Female",Shahad Man Colony,191090402,0,359,359,0,1,1
"",,,,,0,359,359,,,
"",46,Govt.Govt. Boys Elemintry School  Islamia Pattoki     (Male,Mega Road,191090403,489,0,489,2,0,2
"",,,Anwar Colony,191090404,479,0,479,,,
"",,,,,968,0,968,,,
"",47,Govt.Govt. Boys Elemintry School Islamia Pattoki    (Female,Mega Road,191090403,0,402,402,0,2,2
"",,,Anwar Colony,191090404,0,363,363,,,
"",,,,,0,765,765,,,
"",48,Govt. Boys High School Pattoki(Combined,Fasail Colony,191090501,95,62,157,1,1,2
"",,,College Road,191090502,439,396,835,,,
"",,,,,534,458,992,,,
"",49,"Govt. Degree College,Pattoki(Combined",College Road,191090503,346,328,674,2,1,3
"",,,Din Collony,191090504,419,348,767,,,
"",,,,,765,676,1441,,,
"",50,"Govt.Govt. Boys Elemintry School Imambarga,Pattoki (Male",Mandian Wala Road,191100101,164,0,164,3,0,3
"",,,Mandian Wala Road,191100102,204,0,204,,,
"",,,,,368,0,368,,,
"",51,"Govt.Govt. Boys Elemintry School Imambarga,Pattoki (Male",Mandian Wala Road,191100103,2415,0,2415,3,0,3
